"","Submission ID","user_id","Weight"
"75","5808495845441536","4535800783437824","1.623"
"76","5828726986899456","5334251244093440","2.168"
"77","5832118148792320","5712645186125824","0.071"
"78","5853668482744320","5146698075340800","0.071"
"79","5890773493743616","5068761296797696","1.623"
"80","5955180705873920","5892103272660992","0.251"
"81","6009110760521728","5130714438434816","1.623"
"82","6014205216686080","6603660839354368","0.196"
"83","6042255731982336","5501202201313280","1.623"
"84","6058571708760064","6601236296761344","0.311"
"85","6082250366779392","5508002778710016","2.168"
"86","6084048750116864","4899154657280000","0.071"
"87","6158019680010240","4688117731426304","0.071"
"88","6162719934513152","6372168485830656","0.071"
"89","6184834083586048","4659266674491392","0.071"
"90","6189176563957760","6336031394365440","1.623"
"91","6206229530279936","4865584152707072","2.168"
"92","6226089593274368","5889102667579392","0.251"
"93","6266232890982400","5997545625747456","0.251"
"94","6277545784508416","6201753686507520","0.071"
"95","6284008972091392","5292907352031232","0.071"
"96","6285757174775808","6474216732622848","0.071"
"97","6298806208167936","4595678299553792","0.071"
"98","6314995416301568","6428329536913408","0.071"
"99","6321128914812928","6563149147537408","2.168"
"100","6338633003696128","6601236296761344","0.311"
"101","6436998928400384","6540686426636288","0.071"
"102","6440471174578176","6428614179160064","0.071"
"103","6466537599533056","6714638977466368","0.071"
"104","6494480572874752","6571280460152832","0.071"
"105","6540202965991424","5983394144714752","2.168"
"106","6540532067860480","4920855843569664","2.168"
"107","6547160041259008","4766006191587328","1.623"
"108","6615478206988288","5382505168109568","0.071"
"109","6698414210023424","5997545625747456","0.251"
"110","6703097351766016","5176243390251008","1.623"
"111","6713120933019648","5645459616694272","0.071"
"112","6737838067154944","6137965756284928","2.168"
"113","4547863770824704","5679807152521216","1"
"114","4595053381812224","5466978517778432","0.071"
"115","4601075391528960","5503658863886336","0.071"
"116","4643574533324800","6719131202879488","0.071"
"117","4719675246903296","6008336060514304","1.623"
"118","4729826653765632","6285014782967808","1.623"
"119","4739760745349120","5833475589144576","7.0999999999999994E-2"
"120","4784006206586880","5018753675558912","0.071"
"121","4827921844535296","6072022766190592","2.168"
"122","4835877130600448","6367113465036800","1.623"
"123","4847874635202560","6626752076709888","2.168"
"124","4855385593479168","4723374270709760","1.623"
"125","4862671015641088","5578937879756800","1.623"
"126","4930319300689920","5480142685339648","2.168"
"127","5065353072476160","6076790753198080","1.623"
"128","5089266645073920","5617483432853504","0.071"
"129","5121164058558464","5699413725675520","0.425"
"130","5132968390295552","5119040977371136","0.071"
"131","5138920527101952","6517585622597632","1.623"
"132","5150366312955904","5512265213673472","1.623"
"133","5174489432981504","4598264700338176","0.071"
"134","5182518773678080","4649661449895936","0.071"
"135","5188268375932928","5326366539776000","2.168"
"136","5202154693066752","6199933510877184","2.168"
"137","5205237489729536","5165402171375616","0.071"
"138","5249288670806016","6568579951755264","1.623"
"139","5372116816625664","5046720355106816","1.623"
"140","5372342017196032","5593210710392832","1.623"
"141","5455212354207744","6723644676636672","0.311"
"142","5471995861663744","5268495764553728","0.071"
"143","5477423660138496","4849330293571584","0.251"
"144","5495190446669824","6186891055726592","2.168"
"145","5496254390599680","5042853122932736","2.168"
"146","5516012901105664","5350058284023808","0.251"
"147","5562110483103744","5107594218438656","0.071"
"148","5596455759511552","5675610597490688","2.168"
"149","5602778354024448","5596516258152448","1.623"
"150","5631220852195328","4949003392778240","2.168"
"151","5643158680240128","6243235002056704","0.904"
"152","5657091839361024","5923253311504384","0.071"
"153","5663740448735232","5463785964568576","0.071"
"154","5684556292947968","6481094241943552","1.623"
"155","5811998005395456","6477449458876416","1.623"
"156","5840486573801472","5533244813213696","0.071"
"157","5903221181382656","6121974267641856","0.071"
"158","5952505327124480","6414341521014784","2.168"
"159","5964414180917248","5060370836488192","1.623"
"160","5996889552715776","5737692235825152","2.168"
"161","6019005060743168","5093679623307264","1.623"
"162","6029006613512192","5976264574500864","0.251"
"163","6109786777845760","5076805863342080","0.071"
"164","6115525189697536","6362820950884352","0.071"
"165","6166596377378816","5033618800640000","0.071"
"166","6170798466007040","6294505427566592","0.071"
"167","6171649389625344","6248002969403392","1.623"
"168","6185438784782336","6041795130294272","2.168"
"169","6191320910266368","5617942038052864","0.071"
"170","6213719953244160","6630343801831424","1.623"
"171","6215250303778816","5533522534858752","0.071"
"172","6231658186145792","6435103514034176","2.168"
"173","6287638085238784","5518080382599168","0.071"
"174","6329419275436032","4907270073483264","2.168"
"175","6378669497647104","5331985632067584","0.251"
"176","6400775895646208","5821753251856384","0.251"
"177","6427673698762752","6196674251456512","0.251"
"178","6462384097722368","6040659656704000","0.071"
"179","6487337220177920","5333577510420480","2.168"
"180","6490126449115136","5312957914808320","2.168"
"181","6494215140540416","5682012565012480","1.623"
"182","6520182378594304","5989920254722048","0.071"
"183","6524838928449536","4908346961035264","0.071"
"184","6528503793844224","5003950592622592","0.071"
"185","6532019342016512","6289724477276160","1.623"
"186","6537544565784576","4645938705989632","0.071"
"187","6542860426674176","4996620962496512","0.071"
"188","6547043909369856","5916313311772672","1.623"
"189","6558195137642496","5990990625374208","1.623"
"190","6563287240802304","6452506461995008","2.168"
"191","6574763510857728","5371606906699776","0.071"
"192","6590547431784448","6383394582429696","0.251"
"193","6602193604706304","5526557736304640","1.623"
"194","6604353151172608","5703068222750720","2.168"
"195","6637377976795136","5388512082526208","1.623"
"196","6644799042748416","5343884553748480","0.251"
"197","6654012653568000","4972753074257920","0.071"
"198","6656139501240320","6565872889495552","1.623"
"199","6662349336084480","5481447901888512","0.071"
"200","6709373389504512","5780471874322432","1.623"
"201","6721016324423680","4967285618114560","1.623"
"202","6724599467999232","5334867697729536","0.071"
