"","Submission ID","user_id","Weight"
"110","6000480715800576","5078875647508480","0.833"
"111","6024051093667840","6328096413450240","0.833"
"112","6032349255696384","6736073128673280","0.833"
"113","6042438687522816","6137704583790592","0.833"
"114","6147194919583744","5402786834677760","0.833"
"115","6147945079242752","5455334089687040","0.833"
"116","6197856759971840","6035980289835008","1.241"
"117","6266855124369408","5743636048773120","1.241"
"118","6268618745315328","4562504616509440","0.081"
"119","6331602863652864","4924396826001408","0.833"
"120","6353076945158144","5699686217547776","1.241"
"121","6356047988785152","6557845792489472","0.833"
"122","6403931790639104","5263886677442560","0.833"
"123","6420479527878656","6740475452325888","0.833"
"124","6517380835180544","6415957766176768","0.833"
"125","6561111923752960","5758247149764608","1.241"
"126","6575689462185984","5224469766078464","1"
"127","6602084468916224","5982056606334976","0.833"
"128","6649520335880192","5827007389368320","1.241"
"129","6677121087569920","4858304162955264","1.241"
"130","6678206036574208","5356876125175808","0.833"
"131","6699275720065024","5571015567736832","0.833"
"132","6717614693548032","4566593022722048","0.833"
"133","6721950664359936","4704630086303744","0.833"
"134","6739868529721344","5648153203179520","1.241"
