"","Submission ID","user_id","Weight"
"83","6257770949771264","5170030787166208","2.168"
"84","6260362878648320","5075707701755904","0.071"
"85","6293006861467648","6054276506583040","0.071"
"86","6328356153589760","5742342714949632","1.623"
"87","6337942487040000","5638036864630784","0.071"
"88","6345646785953792","5394571979390976","2.168"
"89","6363264926351360","5528662351544320","0.071"
"90","6367989004500992","6340892525592576","0.251"
"91","6378400038780928","5939185148755968","1.623"
"92","6405696300777472","5114209441677312","0.311"
"93","6408423235911680","4929164625575936","1.623"
"94","6416049017454592","4828299499667456","0.071"
"95","6419550875418624","4896111144468480","0.071"
"96","6470564785684480","5045584579526656","1.623"
"97","6505276761702400","4915166890950656","0.251"
"98","6558550965616640","6071034864992256","0.071"
"99","6581757781213184","6622385764302848","1.623"
"100","6652948038549504","5933711472984064","2.168"
"101","6655727117271040","5916313311772672","1.623"
"102","6657439936806912","5457677055950848","2.168"
"103","6684705395834880","6075059786219520","0.043"
"104","6691031261904896","4651412910243840","1.623"
"105","6703903798984704","4971196752592896","2.168"
"106","6713864197242880","4507668715405312","0.071"
"107","6714519313973248","6327983833612288","1.623"
"108","4512030422466560","5713998570586112","0.071"
"109","4522290059149312","5210833278468096","1.623"
"110","4555371323326464","6515932431646720","0.071"
"111","4563705321488384","6316717773684736","2.168"
"112","4568325833883648","6724886828154880","1.623"
"113","4570529118552064","5060370836488192","1.623"
"114","4599126336208896","6338855721238528","0.251"
"115","4641491474186240","6072022766190592","2.168"
"116","4684122514259968","5067091855278080","2.168"
"117","4718781105176576","6383228773203968","0.251"
"118","4728874882301952","6222268431335424","1.623"
"119","4762471358005248","5417524200734720","0.071"
"120","4787429614288896","4953055020449792","2.168"
"121","4787843625648128","5772073230925824","2.168"
"122","4794197761327104","5267104122535936","1.623"
"123","4801009445240832","6710289878482944","2.168"
"124","4847841365983232","6135136555630592","1"
"125","4872449985085440","4748298846732288","1.623"
"126","4876613033132032","4932069130764288","1.623"
"127","5005568151126016","6431669595406336","0.071"
"128","5048356410490880","6262973094690816","0.251"
"129","5121117250125824","5835273766961152","2.168"
"130","5160603166179328","5981677189595136","33"
"131","5204651662901248","6010433841135616","0.071"
"132","5246253269778432","5410120532754432","2.168"
"133","5277327425273856","6119336528576512","0.251"
"134","5288732106948608","5508002778710016","2.168"
"135","5346543843147776","5145312948387840","0.071"
"136","5349143288217600","6087784180482048","1.623"
"137","5376397321961472","5070641888493568","1.623"
"138","5378617182519296","5361010534514688","0.071"
"139","5394752938442752","5410939697102848","0.071"
"140","5413191333707776","6428329536913408","0.071"
"141","5430283692933120","5041295643639808","0.071"
"142","5444869737414656","6364843477827584","1.623"
"143","5500341924397056","5594515046662144","0.251"
"144","5503695488548864","6061071119679488","1.623"
"145","5523131490631680","5413316500127744","0.071"
"146","5527946014752768","5783218503286784","2.168"
"147","5536576214663168","5045607463649280","1.623"
"148","5603749956157440","5351125684060160","0.251"
"149","5636464319397888","5923253311504384","0.071"
"150","5648198857916416","5310782527766528","0.196"
"151","5652611769040896","6167730886279168","2.168"
"152","5663359622709248","6435532599721984","0.5"
"153","5664215814373376","6451553029062656","0.071"
"154","5771930960134144","5312957914808320","2.168"
"155","5879313262706688","6541594459897856","1"
"156","5889286176768000","6206302804770816","2.168"
"157","5896225753399296","4888714019602432","1"
"158","5915605635694592","5144422925467648","0.251"
"159","5984559020376064","6739173709709312","1.623"
"160","6000706654568448","5504272255680512","2.168"
"161","6003550157799424","6367113465036800","1.623"
"162","6003998780555264","6181024841859072","0.071"
"163","6040284492988416","5963421136191488","0.196"
"164","6056585236054016","6569536669876224","0.071"
"165","6062612836777984","5958230694690816","0.071"
"166","6063034012008448","4649661449895936","0.071"
"167","6064473362923520","5512265213673472","1.623"
"168","6092440747114496","5560770939846656","1.623"
"169","6123199826493440","4949003392778240","2.168"
"170","6123773707943936","5526557736304640","1.623"
"171","6139245371326464","5499166126768128","2.168"
"172","6151328842383360","6205564959588352","2.168"
"173","6164223743492096","5085026796699648","2.168"
"174","6196249368461312","6551942059524096","0.425"
"175","6215285770813440","6490085391597568","2.168"
"176","6299379317866496","4641053353967616","1.623"
"177","6438537516548096","6659030433660928","2.168"
"178","6445276068577280","6448242087428096","0.071"
"179","6469656819531776","6433269205172224","1.623"
"180","6525817006587904","4628799048908800","0.196"
"181","6575674094256128","6386948432986112","1.623"
"182","6575892449722368","4698231733485568","1.623"
"183","6580651072159744","5047775155453952","2.168"
"184","6586738886311936","4805216885800960","0.071"
"185","6590338102460416","6076790753198080","1.623"
"186","6616753174740992","5521532814884864","0.071"
"187","6640086842867712","5454575667249152","0.071"
"188","6668870639943680","5976654326005760","0.071"
"189","6719320449875968","4646705530929152","1.623"
